tweet_id,p1,p1_conf,p2,p2_conf,p3,p3_conf,retweet_count,favorite_count,timestamp,text,rating,dog_stage
666082916733198337,pug,0.489814,bull_mastiff,0.404722,french_bulldog,0.0489595,44,113,2015-11-16 02:38:37 +0000,Here we have a well-established sunblockerspaniel. Lost his other flip-flop. 6/10 not very waterproof https://t.co/3RU6x0vHB7,0.6,
666094000022159362,bloodhound,0.195217,german_shepherd,0.0782598,malinois,0.07562780000000001,70,160,2015-11-16 03:22:39 +0000,This appears to be a Mongolian Presbyterian mix. Very tired. Tongue slip confirmed. 9/10 would lie down with https://t.co/mnioXo3IfP,0.9,
666099513787052032,lhasa,0.58233,shih-tzu,0.166192,dandie_dinmont,0.0896883,64,150,2015-11-16 03:44:34 +0000,Can stand on stump for what seems like a while. Built that birdhouse? Impressive. Made friends with a squirrel. 8/10 https://t.co/Ri4nMTLq5C,0.8,
666102155909144576,english_setter,0.298617,newfoundland,0.149842,borzoi,0.133649,11,77,2015-11-16 03:55:04 +0000,Oh my. Here you are seeing an Adobe Setter giving birth to twins!!! The world is an amazing place. 11/10 https://t.co/11LvqN4WLq,1.1,
666273097616637952,italian_greyhound,0.176053,toy_terrier,0.111884,basenji,0.111152,75,169,2015-11-16 15:14:19 +0000,Can take selfies 11/10 https://t.co/ws2AMaNwPW,1.1,
666287406224695296,maltese_dog,0.8575309999999999,toy_poodle,0.0630638,miniature_poodle,0.0255806,63,142,2015-11-16 16:11:11 +0000,This is an Albanian 3 1/2 legged  Episcopalian. Loves well-polished hardwood flooring. Penis on the collar. 9/10 https://t.co/d9NcXFKwLv,0.9,
666345417576210432,golden_retriever,0.8587440000000001,chesapeake_bay_retriever,0.0547868,labrador_retriever,0.0142409,131,283,2015-11-16 20:01:42 +0000,Look at this jokester thinking seat belt laws don't apply to him. Great tongue tho 10/10 https://t.co/VFKG1vxGjB,1.0,
666353288456101888,malamute,0.33687399999999995,siberian_husky,0.147655,eskimo_dog,0.0934124,71,212,2015-11-16 20:32:58 +0000,Here we have a mixed Asiago from the Galápagos Islands. Only one ear working. Big fan of marijuana carpet. 8/10 https://t.co/tltQ5w9aUO,0.8,
666373753744588802,soft-coated_wheaten_terrier,0.326467,afghan_hound,0.25955100000000003,briard,0.206803,88,182,2015-11-16 21:54:18 +0000,Those are sunglasses and a jean jacket. 11/10 dog cool af https://t.co/uHXrPkUEyl,1.1,
666396247373291520,chihuahua,0.978108,toy_terrier,0.00939697,papillon,0.00457681,81,162,2015-11-16 23:23:41 +0000,Oh goodness. A super rare northeast Qdoba kangaroo mix. Massive feet. No pouch (disappointing). Seems alert. 9/10 https://t.co/Dc7b0E8qFE,0.9,
666407126856765440,black-and-tan_coonhound,0.529139,bloodhound,0.24422,flat-coated_retriever,0.17381,37,105,2015-11-17 00:06:54 +0000,This is a southern Vesuvius bumblegruff. Can drive a truck (wow). Made friends with 5 other nifty dogs (neat). 7/10 https://t.co/LopTBkKa8h,0.7,
666418789513326592,toy_terrier,0.14968,papillon,0.148258,chihuahua,0.14286,45,121,2015-11-17 00:53:15 +0000,This is Walter. He is an Alaskan Terrapin. Loves outdated bandanas. One ear still working. Cool house plant. 10/10 https://t.co/qXpcwENTvn,1.0,
666421158376562688,blenheim_spaniel,0.906777,cocker_spaniel,0.0903464,shih-tzu,0.00111687,112,310,2015-11-17 01:02:40 +0000,*internally screaming* 12/10 https://t.co/YMcrXC2Y6R,1.2,
666428276349472768,pembroke,0.371361,chow,0.249394,pomeranian,0.241878,81,163,2015-11-17 01:30:57 +0000,Here we have an Austrian Pulitzer. Collectors edition. Levitates (?). 7/10 would garden with https://t.co/NMQq6HIglK,0.7,
666437273139982337,chihuahua,0.6718529999999999,beagle,0.12468,saluki,0.044094199999999986,47,121,2015-11-17 02:06:42 +0000,Here we see a lone northeastern Cumberbatch. Half ladybug. Only builds with bricks. Very confident with body. 7/10 https://t.co/7LtjBS0GPK,0.7,
666447344410484738,curly-coated_retriever,0.32208400000000004,giant_schnauzer,0.287955,labrador_retriever,0.166331,19,100,2015-11-17 02:46:43 +0000,This is Scout. She is a black Downton Abbey. Isn't afraid to get dirty. 9/10 nothing bad to say https://t.co/kH60oka1HW,0.9,
666454714377183233,dalmatian,0.278954,labrador_retriever,0.237612,great_pyrenees,0.171106,207,509,2015-11-17 03:16:00 +0000,I'll name the dogs from now on. This is Kreggory. He does parkour. 10/10 https://t.co/uPqPeXAcua,1.0,
666644823164719104,ibizan_hound,0.0443334,pembroke,0.0432093,west_highland_white_terrier,0.0389056,79,229,2015-11-17 15:51:26 +0000,This is Jimothy. He is a Botwanian Gouda. Can write (impressive). Very erect tail. Still looking for hoco date. 9/10 https://t.co/LEkZjZxESQ,0.9,
666649482315059201,border_collie,0.447803,english_springer,0.170497,collie,0.139206,614,1100,2015-11-17 16:09:56 +0000,Cool dog. Enjoys couch. Low monotone bark. Very nice kicks. Pisses milk (must be rare). Can't go down stairs. 4/10 https://t.co/vXMKrJC81s,0.4,
666691418707132416,german_shepherd,0.975401,beagle,0.00868727,bloodhound,0.00539404,46,186,2015-11-17 18:56:35 +0000,This is Christoper. He is a spotted Penne. Can easily navigate stairs. 8/10 https://t.co/bg4TqvvkuF,0.8,
666701168228331520,labrador_retriever,0.887707,chihuahua,0.029307,french_bulldog,0.0207563,215,424,2015-11-17 19:35:19 +0000,This is a golden Buckminsterfullerene named Johm. Drives trucks. Lumberjack (?). Enjoys wall. 8/10 would hug softly https://t.co/uQbZJM2DQB,0.8,
666739327293083650,miniature_poodle,0.546933,cocker_spaniel,0.165255,toy_poodle,0.0959589,65,232,2015-11-17 22:06:57 +0000,This is Lugan. He is a Bohemian Rhapsody. Very confused dog. Thinks his name is Rocky. Not amused by the snows 10/10 https://t.co/tI3uFLDHBI,1.0,
666781792255496192,italian_greyhound,0.618316,weimaraner,0.151363,vizsla,0.08598910000000001,189,379,2015-11-18 00:55:42 +0000,This is a purebred Bacardi named Octaviath. Can shoot spaghetti out of mouth. 10/10 https://t.co/uEvsGLOFHa,1.0,
666804364988780544,english_setter,0.32879200000000003,brittany_spaniel,0.283545,ibizan_hound,0.0574615,92,235,2015-11-18 02:25:23 +0000,This is Jockson. He is a Pinnacle Sagittarius. Fancy bandana. Enjoys lightly sucking on hot dog in nature. 8/10 https://t.co/RdKbAOEpDK,0.8,
666817836334096384,miniature_schnauzer,0.496953,standard_schnauzer,0.28527600000000003,giant_schnauzer,0.07376369999999999,247,512,2015-11-18 03:18:55 +0000,This is Jeph. He is a German Boston Shuttlecock. Enjoys couch. Lost body during French Revolution. True hero 9/10 https://t.co/8whlkYw3mO,0.9,
667062181243039745,chesapeake_bay_retriever,0.825678,vizsla,0.090998,kelpie,0.0229562,54,215,2015-11-18 19:29:52 +0000,This is Keet. He is a Floridian Amukamara. Absolutely epic propeller hat. Pristine tongue. Nice plaid. 10/10 https://t.co/tz1lpuvXLA,1.0,
667073648344346624,chihuahua,0.483682,pug,0.0924939,brabancon_griffon,0.057495400000000016,122,397,2015-11-18 20:15:26 +0000,Here is Dave. He is actually just a skinny legged seal. Happy birthday Dave. 10/10 https://t.co/DPSamreuRq,1.0,
667090893657276420,chihuahua,0.959514,italian_greyhound,0.00537015,pomeranian,0.00264133,126,329,2015-11-18 21:23:57 +0000,This is Clybe. He is an Anemone Valdez. One ear works. Can look in 2 different directions at once. Tongue slip. 7/10 https://t.co/Ks0jZtdIrr,0.7,
667119796878725120,pembroke,0.741563,chihuahua,0.0578659,toy_poodle,0.0391251,127,327,2015-11-18 23:18:48 +0000,This is Gabe. He is a southern Baklava. Gabe has always wanted to fit in with the other bananas. 10/10 fabulous https://t.co/3LZrJzg3BJ,1.0,
667138269671505920,west_highland_white_terrier,0.747713,samoyed,0.243629,toy_poodle,0.00180397,2195,4562,2015-11-19 00:32:12 +0000,Extremely intelligent dog here. Has learned to walk like human. Even has his own dog. Very impressive 10/10 https://t.co/0DvHAMdA4V,1.0,
667152164079423490,toy_poodle,0.535411,pomeranian,0.08754400000000001,miniature_poodle,0.06205,16978,47322,2015-11-19 01:27:25 +0000,This is Pipsy. He is a fluffball. Enjoys traveling the sea &amp; getting tangled in leash. 12/10 I would kill for Pipsy https://t.co/h9R0EwKd9X,1.2,
667160273090932737,golden_retriever,0.471351,miniature_poodle,0.0919921,standard_poodle,0.08738539999999999,62,254,2015-11-19 01:59:39 +0000,This is Bradlay. He is a Ronaldinho Matsuyama mix. Can also mountain bike (wow). Loves that blue light lime. 11/10 https://t.co/DKhgkMx4N1,1.1,
667165590075940865,miniature_pinscher,0.140173,rottweiler,0.13409400000000002,beagle,0.08189980000000001,1131,2668,2015-11-19 02:20:46 +0000,This is Churlie. AKA Fetty Woof. Lost eye saving a school bus full of toddlers from a tsunami. Great guy. 10/10 https://t.co/li2XYBVuAY,1.0,
667171260800061440,giant_schnauzer,0.8412649999999999,lakeland_terrier,0.0527442,irish_water_spaniel,0.0344017,88,219,2015-11-19 02:43:18 +0000,Say hello to Kenneth. He likes Reese's Puffs. 10/10 https://t.co/6RHNRsByOY,1.0,
667174963120574464,toy_poodle,0.266437,chihuahua,0.243223,bluetick,0.0728063,82,239,2015-11-19 02:58:01 +0000,"This is Clarence. His face says he doesn't want to be a donkey, but his tail is super pumped about it. 9/10 https://t.co/fGDWgukcBs",0.9,
667176164155375616,soft-coated_wheaten_terrier,0.318981,lakeland_terrier,0.215218,toy_poodle,0.106014,463,608,2015-11-19 03:02:47 +0000,These are strange dogs. All have toupees. Long neck for dogs. In a shed of sorts? Work in groups? 4/10 still petable https://t.co/PZxSarAfSN,0.4,
667177989038297088,vizsla,0.25924899999999995,chesapeake_bay_retriever,0.176293,weimaraner,0.112369,54,190,2015-11-19 03:10:02 +0000,This is a Dasani Kingfisher from Maine. His name is Daryl. Daryl doesn't like being swallowed by a panda. 8/10 https://t.co/jpaeu6LNmW,0.8,
667182792070062081,golden_retriever,0.949892,irish_setter,0.0105638,chesapeake_bay_retriever,0.00582141,6181,14231,2015-11-19 03:29:07 +0000,This is Timison. He just told an awful joke but is still hanging on to the hope that you'll laugh with him. 10/10 https://t.co/s2yYuHabWl,1.0,
667192066997374976,rottweiler,0.28364,miniature_pinscher,0.148112,black-and-tan_coonhound,0.0955848,106,382,2015-11-19 04:05:59 +0000,*takes several long deep breaths* omg omg oMG OMG OMG OMGSJYBSNDUYWJO 12/10 https://t.co/QCugm5ydl6,1.2,
667200525029539841,siberian_husky,0.694904,malamute,0.232006,eskimo_dog,0.0506351,260,607,2015-11-19 04:39:35 +0000,This is Joshwa. He is a fuckboy supreme. He clearly relies on owner but doesn't respect them. Dreamy eyes tho 11/10 https://t.co/60xYFRATPZ,1.1,
667211855547486208,golden_retriever,0.462556,labrador_retriever,0.454937,kuvasz,0.0241933,242,488,2015-11-19 05:24:37 +0000,This is Genevieve. She is a golden retriever cocktail mix. Comfortable close to wall. Shows no emotions. 9/10 https://t.co/azEoGqVonH,0.9,
667393430834667520,papillon,0.557009,border_collie,0.271963,collie,0.0734729,55,192,2015-11-19 17:26:08 +0000,This is Fwed. He is a Canadian Asian Taylormade. Was having a blast until pink spiky football attacked. 8/10 https://t.co/A37eGLz5WS,0.8,
667405339315146752,saint_bernard,0.381377,leonberg,0.127998,golden_retriever,0.0693568,220,461,2015-11-19 18:13:27 +0000,This is Biden. Biden just tripped... 7/10 https://t.co/3Fm9PwLju1,0.7,
667435689202614272,rottweiler,0.999091,miniature_pinscher,0.000450355,black-and-tan_coonhound,0.00015714,83,302,2015-11-19 20:14:03 +0000,Ermergerd 12/10 https://t.co/PQni2sjPsm,1.2,
667453023279554560,labrador_retriever,0.8256700000000001,french_bulldog,0.0566394,staffordshire_bullterrier,0.0540184,89,305,2015-11-19 21:22:56 +0000,Meet Cupcake. I would do unspeakable things for Cupcake. 11/10 https://t.co/6uLCWR9Efa,1.1,
667455448082227200,tibetan_terrier,0.676376,irish_terrier,0.054933400000000014,yorkshire_terrier,0.0405755,59,189,2015-11-19 21:32:34 +0000,This is Reese and Twips. Reese protects Twips. Both think they're too good for seat belts. Simply reckless. 7/10s https://t.co/uLzRi1drVK,0.7,
667470559035432960,toy_poodle,0.304175,pug,0.223427,lakeland_terrier,0.07331649999999999,99,253,2015-11-19 22:32:36 +0000,This is a northern Wahoo named Kohl. He runs this town. Chases tumbleweeds. Draws gun wicked fast. 11/10 legendary https://t.co/J4vn2rOYFk,1.1,
667502640335572993,labrador_retriever,0.996709,golden_retriever,0.00168821,beagle,0.0007116669999999999,219,531,2015-11-20 00:40:05 +0000,Say hello to Hall and Oates. Oates is winking and Hall is contemplating the artistic entropy of the universe. 11/10s https://t.co/n5Wtb5Hvsl,1.1,
667509364010450944,beagle,0.636169,labrador_retriever,0.119256,golden_retriever,0.08254919999999999,2130,6745,2015-11-20 01:06:48 +0000,This a Norwegian Pewterschmidt named Tickles. Ears for days. 12/10 I care deeply for Tickles https://t.co/0aDF62KVP7,1.2,
667517642048163840,italian_greyhound,0.125176,standard_poodle,0.08457150000000001,cocker_spaniel,0.0813469,193,366,2015-11-20 01:39:42 +0000,This is Dook &amp; Milo. Dook is struggling to find who he really is and Milo is terrified of what that might be. 8/10s https://t.co/fh5KflzBR0,0.8,
667530908589760512,golden_retriever,0.633037,kuvasz,0.14639100000000002,labrador_retriever,0.0461837,239,461,2015-11-20 02:32:25 +0000,"Meet Naphaniel. He doesn't necessarily enjoy his day job, but he's damn good at it. 10/10 https://t.co/xoRWyQTcmy",1.0,
667534815156183040,pembroke,0.435254,cardigan,0.30740700000000004,cocker_spaniel,0.0331583,541,813,2015-11-20 02:47:56 +0000,"This is Frank (pronounced ""Fronq""). Too many boxing gloves, not enough passion. Frank is a lover not a fighter. 8/10 https://t.co/CpPxD28IpV",0.8,
667538891197542400,yorkshire_terrier,0.618957,silky_terrier,0.300313,australian_terrier,0.053412,65,203,2015-11-20 03:04:08 +0000,"This is a southwest Coriander named Klint. Hat looks expensive. Still on house arrest :(
9/10 https://t.co/IQTOMqDUIe",0.9,
667728196545200128,kuvasz,0.360159,golden_retriever,0.293744,labrador_retriever,0.270673,152,377,2015-11-20 15:36:22 +0000,Meet Olive. He comes to spot by tree to reminisce of simpler times and truly admire his place in the universe. 11/10 https://t.co/LwrCwlWwPB,1.1,
667793409583771648,dalmatian,0.5350729999999999,english_setter,0.451219,great_dane,0.00816361,334,697,2015-11-20 19:55:30 +0000,Dogs only please. Small cows and other non canines will not be tolerated. Sick tattoos tho 8/10 https://t.co/s1z7mX4c9O,0.8,
667801013445750784,flat-coated_retriever,0.508392,chesapeake_bay_retriever,0.262239,curly-coated_retriever,0.048919800000000006,97,328,2015-11-20 20:25:43 +0000,OMIGOD 12/10 https://t.co/SVMF4Frf1w,1.2,
667861340749471744,malamute,0.967275,siberian_husky,0.0161675,eskimo_dog,0.0112774,78,238,2015-11-21 00:25:26 +0000,This is a Shotokon Macadamia mix named Cheryl. Sophisticated af. Looks like a disappointed librarian. Shh (lol) 9/10 https://t.co/J4GnJ5Swba,0.9,
667886921285246976,pomeranian,0.8004319999999999,pekinese,0.168445,chihuahua,0.00894952,1098,1880,2015-11-21 02:07:05 +0000,This is Erik. He's fucken massive. But also kind. Let's people hug him for free. Looks soft. 11/10 I would hug Erik https://t.co/MT7Q4aDQS1,1.1,
667902449697558528,norwegian_elkhound,0.298881,malamute,0.279479,eskimo_dog,0.198428,379,847,2015-11-21 03:08:47 +0000,This is Cleopatricia. She is a northern Paperback Maple. Set up hammock somehow. 9/10 would chill in hammock with https://t.co/sJeHdGUt0W,0.9,
668113020489474048,pembroke,0.548896,cardigan,0.191101,collie,0.0598141,243,666,2015-11-21 17:05:31 +0000,This is Alfie. He's that one hypocritical gym teacher who made you run laps. Great posture. Cool bench. 6/10 https://t.co/GCJzm3YsfX,0.6,
668190681446379520,blenheim_spaniel,0.958402,cocker_spaniel,0.0267643,welsh_springer_spaniel,0.00778991,197,653,2015-11-21 22:14:07 +0000,This is Skittles. I would kidnap Skittles. Pink dog in back hasn't moved in days. 12/10 https://t.co/2wm0POA9N2,1.2,
668204964695683073,labrador_retriever,0.65518,golden_retriever,0.107884,chesapeake_bay_retriever,0.0658347,197,553,2015-11-21 23:10:52 +0000,This is Ron. Ron's currently experiencing a brain freeze. Damn it Ron. 8/10 https://t.co/4ilfcR5SlK,0.8,
668221241640230912,chow,0.395101,golden_retriever,0.372115,labrador_retriever,0.148785,199,508,2015-11-22 00:15:33 +0000,These two dogs are Bo &amp; Smittens. Smittens is trying out a new deodorant and wanted Bo to smell it. 10/10 true pals https://t.co/4pw1QQ6udh,1.0,
668248472370458624,chihuahua,0.7345470000000001,miniature_pinscher,0.06829439999999999,toy_terrier,0.0463671,494,985,2015-11-22 02:03:45 +0000,Say hello to Bisquick. He is a Brown Douglass Fir terrier. Very inbred. Looks terrified. 8/10 still cute tho https://t.co/1XYRh8N00K,0.8,
668268907921326080,pembroke,0.48483,cardigan,0.425303,basenji,0.0147535,237,549,2015-11-22 03:24:58 +0000,Here we have an Azerbaijani Buttermilk named Guss. He sees a demon baby Hitler behind his owner. 10/10 stays alert https://t.co/aeZykWwiJN,1.0,
668274247790391296,soft-coated_wheaten_terrier,0.406374,lakeland_terrier,0.263854,toy_poodle,0.150844,232,822,2015-11-22 03:46:11 +0000,Meet Sophie. Her son just got in the car to leave for college. Very touching. Perfect dramatic sunlight. 10/10 yaass https://t.co/3j9kZRcpVB,1.0,
668286279830867968,golden_retriever,0.215944,basset,0.189214,cardigan,0.11301,138,502,2015-11-22 04:33:59 +0000,Meet Rusty. Rusty's dreaming of a world where Twitter never got rid of favorites. Looks like a happy world. 11/10 https://t.co/C8U6cxI1Jc,1.1,
668484198282485761,standard_poodle,0.587372,bedlington_terrier,0.182411,afghan_hound,0.040968,238,425,2015-11-22 17:40:27 +0000,Good teamwork between these dogs. One is on lookout while other eats. Long necks. Nice big house. 9/10s good pups https://t.co/uXgmECGYEB,0.9,
668496999348633600,staffordshire_bullterrier,0.412879,miniature_pinscher,0.16148800000000002,american_staffordshire_terrier,0.112495,134,412,2015-11-22 18:31:19 +0000,This is Jo. Jo is a Swedish Queso. Tongue bigger than face. Tiny lil legs. Still no seatbelt. Simply careless. 8/10 https://t.co/Edy7B5vOp2,0.8,
668507509523615744,basenji,0.0553794,shetland_sheepdog,0.0543221,whippet,0.0519134,107,325,2015-11-22 19:13:05 +0000,This is a Birmingham Quagmire named Chuk. Loves to relax and watch the game while sippin on that iced mocha. 10/10 https://t.co/HvNg9JWxFt,1.0,
668528771708952576,labrador_retriever,0.195835,kuvasz,0.121607,english_setter,0.08146439999999999,231,459,2015-11-22 20:37:34 +0000,This is Gòrdón. He enjoys his razberrita by pool. Not a care in the world. 12/10 this dog has a better life than me https://t.co/zpdBQCcYgW,1.2,
668542336805281792,american_staffordshire_terrier,0.267695,french_bulldog,0.25405,staffordshire_bullterrier,0.212381,219,456,2015-11-22 21:31:28 +0000,There's a lot going on here but in my honest opinion every dog pictured is pretty fabulous. 10/10 for all. Good dogs https://t.co/VvYVbsi6c3,1.0,
668567822092664832,shih-tzu,0.985649,lhasa,0.00707832,pekinese,0.00305323,56,243,2015-11-22 23:12:44 +0000,This is Marvin. He can tie a bow tie better than me. 11/10 https://t.co/81kzPgqjQ3,1.1,
668627278264475648,french_bulldog,0.965403,pug,0.00860381,boston_bull,0.00800356,118,317,2015-11-23 03:09:00 +0000,This is Timofy. He's a pilot for Southwest. It's Christmas morning &amp; everyone has gotten kickass gifts but him. 9/10 https://t.co/3FuNbzyPwo,0.9,
668631377374486528,miniature_schnauzer,0.904549,australian_terrier,0.0225294,silky_terrier,0.015243200000000004,323,714,2015-11-23 03:25:17 +0000,Meet Zeek. He is a grey Cumulonimbus. Zeek is hungry. Someone should feed Zeek asap. 5/10 absolutely terrifying https://t.co/fvVNScw8VH,0.5,
668633411083464705,pekinese,0.589011,shih-tzu,0.390987,japanese_spaniel,0.00331035,1670,2812,2015-11-23 03:33:22 +0000,This is Churlie. He likes bagels. 10/10 https://t.co/k8P6FZlzAG,1.0,
668655139528511488,beagle,0.31911,italian_greyhound,0.103338,basenji,0.09193,222,534,2015-11-23 04:59:42 +0000,Say hello to Winifred. He is a Papyrus Hydrangea mix. Can tie shoes. 11/10 inspiring pup https://t.co/mwnBN6ZkPt,1.1,
668815180734689280,redbone,0.461172,italian_greyhound,0.270733,miniature_pinscher,0.109752,273,576,2015-11-23 15:35:39 +0000,This is a wild Toblerone from Papua New Guinea. Mouth always open. Addicted to hay. Acts blind. 7/10 handsome dog https://t.co/IGmVbz07tZ,0.7,
668826086256599040,malinois,0.640185,irish_terrier,0.1537,rhodesian_ridgeback,0.0684565,139,432,2015-11-23 16:18:59 +0000,This is Banditt. He is a brown LaBeouf retriever. Loves cold weather. 4 smaller dogs are his sons (probably). 10/10 https://t.co/Ko7eCsFpnI,1.0,
668852170888998912,golden_retriever,0.903529,tibetan_mastiff,0.041497000000000006,kuvasz,0.0225005,168,453,2015-11-23 18:02:38 +0000,Say hello to Bobb. Bobb is a Golden High Fescue &amp; a proud father of 8. Bobb sleeps while the little pups play. 11/10 https://t.co/OmxouCZ8IY,1.1,
668892474547511297,kelpie,0.421979,collie,0.22706,cardigan,0.168211,154,397,2015-11-23 20:42:48 +0000,This is Ruffles. He is an Albanian Shoop Da Whoop. He just noticed the camera. Patriotic af. Classy hardwood. 11/10 https://t.co/HyDpTU5Jhj,1.1,
668902994700836864,brittany_spaniel,0.828425,ibizan_hound,0.043082,blenheim_spaniel,0.0280036,102,318,2015-11-23 21:24:36 +0000,Meet Lambeau. He's a Whistling Haiku from the plains of southern Guatemala. 11/10 so. damn. majestic. https://t.co/UqCvpSgMJe,1.1,
668932921458302977,standard_poodle,0.237638,old_english_sheepdog,0.195573,toy_poodle,0.14465799999999998,59,264,2015-11-23 23:23:31 +0000,This is Herald. He likes to swing. Subtle tongue slip. Owner good at b-ball. Creepy person on bench back there. 9/10 https://t.co/rcrKkL7eB6,0.9,
668955713004314625,cocker_spaniel,0.367492,lakeland_terrier,0.272621,soft-coated_wheaten_terrier,0.0670063,72,280,2015-11-24 00:54:05 +0000,This is a Slovakian Helter Skelter Feta named Leroi. Likes to skip on roofs. Good traction. Much balance. 10/10 wow! https://t.co/Dmy2mY2Qj5,1.0,
668975677807423489,basset,0.605437,welsh_springer_spaniel,0.184783,saint_bernard,0.116299,586,1305,2015-11-24 02:13:25 +0000,This is Jeremy. He hasn't grown into his skin yet. Ears hit the floor. Probably trips on them sometimes. 11/10 https://t.co/LqAMlFVBoY,1.1,
668979806671884288,golden_retriever,0.608537,irish_setter,0.097078,redbone,0.0760222,354,798,2015-11-24 02:29:49 +0000,This is Chaz. He's an X Games half pipe superstar. 6 gold medals. Lost back legs saving a baby from a tornado 12/10 https://t.co/uxdOfblUB0,1.2,
669000397445533696,pembroke,0.82294,cardigan,0.177035,basenji,2.33526e-05,6439,20944,2015-11-24 03:51:38 +0000,Meet Terrance. He's being yelled at because he stapled the wrong stuff together. 11/10 hang in there Terrance https://t.co/ixcuUYCbdD,1.1,
669203728096960512,pug,0.910452,french_bulldog,0.0550896,chihuahua,0.0148966,486,1006,2015-11-24 17:19:36 +0000,This is Samsom. He is sexually confused. Really wants to be a triceratops. 9/10 just a great guy https://t.co/HPoce45SI3,0.9,
669216679721873412,golden_retriever,0.992758,irish_setter,0.00337904,saluki,0.00122963,408,1192,2015-11-24 18:11:04 +0000,This is Clarq. He's a golden Quetzalcoatl. Clarq enjoys eating his own foot. Damn it Clarq. 8/10 would pet firmly https://t.co/d8ybynaRwZ,0.8,
669327207240699904,golden_retriever,0.919584,labrador_retriever,0.0496695,kuvasz,0.0102161,118,575,2015-11-25 01:30:16 +0000,Just got home from college. Dis my dog. She does all my homework. Big red turd in background. 13/10 no bias at all https://t.co/6WGFp9cuj6,1.3,
669328503091937280,siberian_husky,0.424202,eskimo_dog,0.23766,malamute,0.0525717,424,1020,2015-11-25 01:35:25 +0000,This is Kirk. He just saw a bacon wrapped tennis ball and literally died. So sad. 12/10 RIP Kirk https://t.co/0twoigv5jP,1.2,
669354382627049472,chihuahua,0.97399,french_bulldog,0.010832,pekinese,0.00209865,1289,2708,2015-11-25 03:18:15 +0000,Meet Dug. Dug fucken loves peaches. 8/10 https://t.co/JtA1TG21Xx,0.8,
669359674819481600,labrador_retriever,0.367818,german_short-haired_pointer,0.280642,chesapeake_bay_retriever,0.184246,127,370,2015-11-25 03:39:17 +0000,Meet Saydee. She's a Rochester  Ecclesiastical. Jumped off cliff and caught stick on way down. 11/10 1st round pick https://t.co/Eh2v0AyJbi,1.1,
669363888236994561,golden_retriever,0.539004,irish_setter,0.40655,cocker_spaniel,0.0414844,230,618,2015-11-25 03:56:01 +0000,Here we have a Gingivitis Pumpernickel named Zeus. Unmatched tennis ball capacity. 10/10 would highly recommend https://t.co/jPkd7hhX7m,1.0,
